Time Period,1001_1_ARIZONA_500.0,1002_1_ARIZONA_345.0,1003_1_NEW MEXICO_230.0,1004_1_NEW MEXICO_345.0,1032_1_NEW MEXICO_22.0,1034_1_NEW MEXICO_22.0,1101_1_ARIZONA_500.0,1102_1_ARIZONA_345.0,1131_1_ARIZONA_22.0,1201_1_ARIZONA_500.0,1202_1_ARIZONA_500.0,1232_1_ARIZONA_26.0,1301_1_ARIZONA_500.0,1302_1_NEVADA_500.0,1303_1_NEVADA_345.0,1331_1_ARIZONA_16.5,1333_1_NEVADA_13.8,1401_1_ARIZONA_500.0,1402_1_ARIZONA_500.0,1403_1_ARIZONA_230.0,1431_1_ARIZONA_24.0,2000_4_MEXICO_230.0,2030_4_MEXICO_21.0,2100_2_CALIFORNIA_92.0,2130_2_CALIFORNIA_13.8,2201_2_CALIFORNIA_500.0,2202_2_CALIFORNIA_230.0,2203_2_CALIFORNIA_230.0,2233_2_CALIFORNIA_13.8,2301_2_CALIFORNIA_500.0,2302_2_CALIFORNIA_230.0,2332_2_CALIFORNIA_12.0,2400_2_CALIFORNIA_500.0,2401_2_CALIFORNIA_500.0,2402_2_CALIFORNIA_500.0,2403_2_CALIFORNIA_500.0,2404_2_CALIFORNIA_500.0,2405_2_CALIFORNIA_230.0,2406_2_CALIFORNIA_230.0,2407_2_CALIFORNIA_230.0,2408_2_CALIFORNIA_230.0,2409_2_CALIFORNIA_230.0,2410_2_CALIFORNIA_230.0,2411_2_CALIFORNIA_230.0,2431_2_CALIFORNIA_13.8,2434_2_CALIFORNIA_13.8,2438_2_CALIFORNIA_66.0,2439_2_CALIFORNIA_66.0,2501_2_CALIFORNIA_500.0,2502_2_CALIFORNIA_230.0,2503_2_CALIFORNIA_230.0,2533_2_CALIFORNIA_17.5,2600_2_CALIFORNIA_500.0,2601_2_CALIFORNIA_500.0,2602_2_CALIFORNIA_500.0,2603_2_CALIFORNIA_500.0,2604_2_CALIFORNIA_345.0,2605_2_CALIFORNIA_287.0,2606_2_CALIFORNIA_287.0,2607_2_CALIFORNIA_287.0,2608_2_CALIFORNIA_230.0,2609_2_CALIFORNIA_230.0,2610_2_CALIFORNIA_230.0,2611_2_CALIFORNIA_230.0,2612_2_CALIFORNIA_230.0,2613_2_CALIFORNIA_230.0,2614_2_CALIFORNIA_230.0,2615_2_CALIFORNIA_230.0,2616_2_CALIFORNIA_230.0,2617_2_CALIFORNIA_230.0,2618_2_CALIFORNIA_230.0,2619_2_CALIFORNIA_230.0,2620_2_CALIFORNIA_230.0,2621_2_CALIFORNIA_138.0,2630_2_CALIFORNIA_18.0,2631_2_CALIFORNIA_13.0,2634_2_CALIFORNIA_26.0,2637_2_CALIFORNIA_18.0,2638_2_CALIFORNIA_18.0,2901_2_CALIFORNIA_500.0,2902_2_CALIFORNIA_500.0,3101_2_CALIFORNIA_230.0,3102_2_CALIFORNIA_230.0,3103_2_CALIFORNIA_230.0,3104_2_CALIFORNIA_115.0,3105_2_CALIFORNIA_115.0,3133_2_CALIFORNIA_17.5,3135_2_CALIFORNIA_22.0,3201_2_CALIFORNIA_230.0,3202_2_CALIFORNIA_230.0,3203_2_CALIFORNIA_230.0,3204_2_CALIFORNIA_230.0,3205_2_CALIFORNIA_230.0,3234_2_CALIFORNIA_18.0,3301_2_CALIFORNIA_500.0,3302_2_CALIFORNIA_230.0,3303_2_CALIFORNIA_230.0,3304_2_CALIFORNIA_230.0,3305_2_CALIFORNIA_230.0,3333_2_CALIFORNIA_18.0,3401_2_CALIFORNIA_230.0,3402_2_CALIFORNIA_230.0,3403_2_CALIFORNIA_230.0,3404_2_CALIFORNIA_230.0,3405_2_CALIFORNIA_230.0,3432_2_CALIFORNIA_18.0,3433_2_CALIFORNIA_13.2,3501_2_CALIFORNIA_230.0,3531_2_CALIFORNIA_13.8,3601_2_CALIFORNIA_115.0,3631_2_CALIFORNIA_13.8,3701_1_NEVADA_115.0,3731_1_NEVADA_13.8,3801_2_CALIFORNIA_500.0,3802_2_CALIFORNIA_500.0,3803_2_CALIFORNIA_500.0,3804_2_CALIFORNIA_230.0,3805_2_CALIFORNIA_230.0,3806_2_CALIFORNIA_230.0,3831_2_CALIFORNIA_25.0,3835_2_CALIFORNIA_13.8,3836_2_CALIFORNIA_25.0,3891_2_CALIFORNIA_500.0,3892_2_CALIFORNIA_500.0,3893_2_CALIFORNIA_500.0,3894_2_CALIFORNIA_500.0,3895_2_CALIFORNIA_500.0,3896_2_CALIFORNIA_500.0,3897_2_CALIFORNIA_500.0,3901_2_CALIFORNIA_500.0,3902_2_CALIFORNIA_500.0,3903_2_CALIFORNIA_500.0,3904_2_CALIFORNIA_500.0,3905_2_CALIFORNIA_500.0,3906_2_CALIFORNIA_500.0,3907_2_CALIFORNIA_230.0,3908_2_CALIFORNIA_230.0,3909_2_CALIFORNIA_60.0,3910_2_CALIFORNIA_230.0,3911_2_CALIFORNIA_115.0,3912_2_CALIFORNIA_230.0,3913_2_CALIFORNIA_230.0,3914_2_CALIFORNIA_230.0,3915_2_CALIFORNIA_230.0,3916_2_CALIFORNIA_230.0,3917_2_CALIFORNIA_230.0,3918_2_CALIFORNIA_500.0,3919_2_CALIFORNIA_230.0,3920_2_CALIFORNIA_230.0,3921_2_CALIFORNIA_230.0,3922_2_CALIFORNIA_230.0,3923_2_CALIFORNIA_230.0,3924_2_CALIFORNIA_230.0,3925_2_CALIFORNIA_115.0,3926_2_CALIFORNIA_115.0,3931_2_CALIFORNIA_13.8,3932_2_CALIFORNIA_18.0,3933_2_CALIFORNIA_13.8,4001_3_OREGON_500.0,4002_3_OREGON_500.0,4003_3_OREGON_500.0,4004_3_OREGON_500.0,4005_3_OREGON_500.0,4006_3_OREGON_500.0,4007_3_OREGON_500.0,4008_3_OREGON_345.0,4009_3_OREGON_230.0,4010_3_OREGON_230.0,4031_3_OREGON_13.2,4035_3_OREGON_13.2,4039_3_WASHINGTON_12.5,4090_3_OREGON_500.0,4091_3_OREGON_500.0,4092_3_OREGON_500.0,4093_3_OREGON_500.0,4094_3_OREGON_500.0,4095_3_OREGON_500.0,4096_3_OREGON_500.0,4097_3_OREGON_500.0,4101_3_WASHINGTON_500.0,4102_3_WASHINGTON_500.0,4103_3_WASHINGTON_500.0,4104_3_WASHINGTON_230.0,4131_3_WASHINGTON_15.0,4132_3_WASHINGTON_13.8,4201_3_WASHINGTON_500.0,4202_3_WASHINGTON_500.0,4203_3_WASHINGTON_115.0,4204_3_WASHINGTON_500.0,4231_3_WASHINGTON_26.0,4232_3_WASHINGTON_15.0,5001_3_BRITISH COLU_500.0,5002_3_ALBERTA_500.0,5003_3_ALBERTA_240.0,5004_3_BRITISH COLU_230.0,5031_3_BRITISH COLU_60.0,5032_3_ALBERTA_138.0,6101_3_IDAHO_500.0,6102_3_IDAHO_345.0,6103_3_IDAHO_345.0,6104_3_IDAHO_230.0,6132_3_IDAHO_34.5,6201_3_MONTANA_500.0,6202_3_MONTANA_500.0,6203_3_MONTANA_230.0,6204_3_MONTANA_230.0,6205_3_MONTANA_115.0,6231_3_MONTANA_22.0,6235_3_MONTANA_13.8,6301_3_WYOMING_345.0,6302_3_WYOMING_345.0,6303_3_WYOMING_230.0,6304_3_WYOMING_230.0,6305_3_WYOMING_230.0,6333_3_WYOMING_22.0,6335_3_WYOMING_18.0,6401_1_NEVADA_120.0,6402_1_NEVADA_115.0,6403_1_NEVADA_345.0,6404_1_NEVADA_345.0,6433_1_NEVADA_22.0,6501_3_UTAH_345.0,6502_3_UTAH_345.0,6503_3_UTAH_345.0,6504_3_UTAH_345.0,6505_3_UTAH_345.0,6506_3_UTAH_345.0,6507_3_UTAH_345.0,6508_3_UTAH_345.0,6509_3_UTAH_345.0,6510_3_UTAH_230.0,6533_3_UTAH_22.0,7001_3_COLORADO_345.0,7002_3_COLORADO_345.0,7031_3_COLORADO_24.0,7032_3_COLORADO_22.0,8001_2_CALIFORNIA_500.0,8002_2_CALIFORNIA_500.0,8003_2_CALIFORNIA_230.0,8004_2_CALIFORNIA_230.0,8005_2_CALIFORNIA_115.0,8033_2_CALIFORNIA_13.8,8034_2_CALIFORNIA_12.0
20180729_15:00,0,263.5921713,2254.937256,1557.459839,0,0,2150.685303,211.940077,0,181.4356842,955.2874386,0,2142.303033,14.18150112,5148.857561,0,0,6052.537598,4199.844428,0,0,2188.965088,0,923.055542,0,0,1665.685789,1802.443605,0,0,0,0,914.1684457,932.5993229,1163.885192,1140.126999,0,905.1997972,812.6056379,1985.142074,1916.773062,1742.198326,1739.88408,1182.719787,0,0,0,0,0,2573.657419,2029.637514,0,0,0,151.0278755,0,0,0,0,0,151.8881677,208.4127846,153.5512959,151.8881677,184.0450844,496.4445296,212.4875262,1239.976173,181.1505271,187.1601498,1353.941603,0,313.6044755,361.3274021,0,0,0,0,0,0,0,364.444441,169.3618259,442.1256174,329.4991036,250.3064778,0,0,484.8447207,614.7404589,571.4623413,692.6161887,572.0391374,0,0,367.6953646,654.1709831,564.5728912,452.8992705,0,608.135059,0,539.6962125,465.3130291,491.643628,0,0,653.7578188,0,108.0566021,0,250.774794,0,190.6737852,0,0,234.5612546,504.689162,297.2545015,0,0,0,0,0,0,0,0,0,0,0,160.0264032,221.6851702,0,0,0,500.1903774,217.1811557,185.2419813,265.4910527,237.5172103,182.3728424,349.8278364,240.8612267,268.2942945,162.4363544,248.8954431,336.510346,199.5155026,184.5892862,147.503862,269.4155912,410.7837009,348.8331039,0,283.8271826,0,0,0,0,132.2530236,0,212.4368493,380.5254306,0,0,226.9268605,3028.222168,0,0,0,0,0,0,0,0,0,0,0,0,755.0735603,493.0637207,733.9690552,2004.998291,0,0,4905.293945,3680.902823,3369.810059,812.8624094,0,0,7567.080566,9738.080912,672.357565,0,0,0,0,933.1448001,352.6925392,1536.560854,0,160.1339621,67.06460144,502.4488616,550.535234,384.3017159,0,0,548.8899955,548.7047517,782.2018849,0,52.98792713,0,0,1287.992048,214.2355861,1.566101643,21.74982979,0,208.3045135,1661.108525,446.999021,316.9626086,7.0735889,0,569.5927877,139.1959277,9.167069062,2127.925465,0,4925.155762,2347.196481,0,0,0,0,635.0566398,3297.529297,1410.013871,0,0
20180729_16:00,0,271.0980922,2310.678711,1600.172485,0,0,2196.882568,217.9751783,0,186.6021574,982.4897333,0,2187.740173,14.31544201,5197.487292,0,0,6262.196289,4288.920959,0,0,2228.502686,0,953.760376,0,0,1696.003459,1835.250447,0,0,0,0,936.7358656,955.6217326,1192.61719,1168.272496,0,927.5458145,832.6658497,2034.147851,1964.091062,1785.206725,1782.835348,1211.916741,0,0,0,0,0,2637.191451,2079.741717,0,0,0,155.0843678,0,0,0,0,0,155.9677669,214.0105914,157.6755654,155.9677669,188.9883936,509.7786472,218.1947775,1273.280978,186.0160907,192.1871272,1390.307431,0,322.0276501,371.0323777,0,0,0,0,0,0,0,377.977596,175.6508499,458.5433586,341.7346105,259.6012728,0,0,502.8487785,637.5680205,590.5025635,718.335561,593.2810427,0,0,381.3492383,678.4627443,585.5375476,469.7170768,0,630.717338,0,559.7371068,482.5918037,509.900154,0,0,678.0342376,0,112.069139,0,245.890893,0,197.7542002,0,0,243.2713719,523.4301165,308.2926483,0,0,0,0,0,0,0,0,0,0,0,165.9687689,229.9171514,0,0,0,518.7642755,225.2458863,192.1206936,275.3497065,246.337093,189.1450131,362.8182234,249.8052849,278.2570429,168.4682103,258.1378412,349.0062059,206.9242429,191.4437615,152.9812199,279.4199774,426.0376021,361.7865529,0,294.366724,0,0,0,0,134.0832431,0,215.3767145,385.7914354,0,0,230.0672497,3136.704346,0,0,0,0,0,0,0,0,0,0,0,0,765.5228515,498.3682556,748.468689,2042.072266,0,0,4978.044922,3731.842,3421.014648,824.1114274,0,0,7668.476074,9736.452157,672.245109,0,0,0,0,960.6502113,363.0885178,1581.85258,0,160.6145828,67.26588688,503.9568947,552.1875919,385.4551462,0,0,563.9580453,543.0221155,803.6747794,0,52.43916003,0,0,1262.908085,210.0632952,1.535601427,21.32624649,0,214.0228593,1706.709039,459.2699743,325.6638209,7.267772053,0,585.2291676,143.0171144,9.418722134,2186.340971,0,4967.059082,2322.887846,0,0,0,0,658.6386155,3543.355713,1462.372843,0,0
20180729_17:00,0,273.7724531,2330.217041,1584.972412,0,0,2267.198975,220.1254859,0,188.4429727,992.1819155,0,2199.588328,14.30284298,5192.912977,0,0,6362.292969,4312.148488,0,0,2233.24585,0,964.0941162,0,0,1730.627735,1872.71748,0,0,0,0,951.9635941,971.1564728,1212.004566,1187.264121,0,942.6241481,846.2017994,2067.215284,1996.019641,1814.227332,1811.817406,1231.617854,0,0,0,0,0,2680.062058,2113.550332,0,0,0,155.1650643,0,0,0,0,0,156.048923,214.1219496,157.7576102,156.048923,189.0867317,510.0439051,218.3083128,1273.943516,186.1128822,192.2871298,1391.030863,0,322.1952138,371.2254405,0,0,0,0,0,0,0,388.5409751,180.5597825,471.3583174,351.2851031,266.8563765,0,0,516.9019455,655.3862002,601.8939819,738.4109595,609.8615296,0,0,392.0068451,697.423813,601.9016262,482.8443087,0,648.3440609,0,575.3801378,496.078847,524.1503866,0,0,696.9833308,0,115.2011468,0,239.1642498,0,203.2808574,0,0,250.0701021,538.0584723,316.9085349,0,0,0,0,0,0,0,0,0,0,0,170.6071153,236.3426699,0,0,0,533.2622346,231.5408564,197.4899105,283.0449333,253.2215013,194.4310684,372.9579419,256.7866192,286.0335213,173.1764089,265.3520462,358.7599186,212.7071762,196.7940602,157.256602,287.2289565,437.9441192,371.8974392,0,302.5934213,0,0,0,0,134.75664,0,216.4583859,387.7289688,0,0,231.2227004,3212.060791,0,0,0,0,0,0,0,0,0,0,0,0,769.3674834,497.1598816,754.2920532,2052.641357,0,0,4992.637695,3750.584169,3422.265625,828.2503045,0,0,7618.134277,9681.44628,668.4472748,0,0,0,0,971.0783411,367.0299463,1599.024037,0,160.1906853,67.0883573,502.6268408,550.7302465,384.4378447,0,0,574.4801857,546.7261048,818.6694744,0,52.79685097,0,0,1228.359705,204.3167594,1.493593191,20.74284119,0,218.0160262,1738.552245,467.8388798,331.7399475,7.403371711,0,596.1481775,145.6854798,9.594453499,2227.132989,0,4919.711426,2338.732415,0,0,0,0,677.0456573,3724.535156,1503.241929,0,0
20180729_18:00,0,270.904184,2323.825928,1530.411377,0,0,2259.386475,217.8192673,0,186.4686865,981.7869882,0,2208.584745,14.31350133,5196.78269,0,0,6438.206543,4329.785373,0,0,2196.225098,0,959.1949463,0,0,1747.391228,1890.857307,0,0,0,0,952.2695122,971.4685586,1212.39405,1187.645654,0,942.927065,846.4737304,2067.879594,1996.661072,1814.810343,1812.399642,1232.01364,0,0,0,0,0,2680.92331,2114.229532,0,0,0,151.9189988,0,0,0,0,0,152.7843671,209.6425013,154.4573084,152.7843671,185.1310221,499.3737458,213.7412855,1247.292516,182.2193858,188.2644676,1361.930386,0,315.4548642,363.4593746,0,0,0,0,0,0,0,395.2784615,183.6907755,479.5318961,357.3765548,271.4837937,0,0,525.8652725,666.7509104,602.2215576,751.2153587,620.4368202,0,0,398.8044313,709.5174755,612.3388883,491.21706,0,659.586657,0,585.3575046,504.6810915,533.239405,0,0,709.0693552,0,117.1987898,0,236.8753672,0,206.8058447,0,0,254.4064373,547.3886635,322.4038805,0,0,0,0,0,0,0,0,0,0,0,173.5655243,240.4409648,0,0,0,542.5092568,235.5558856,200.91448,287.9530679,257.6124832,197.8025961,379.425211,261.239422,290.9934794,176.1793706,269.9533776,364.9809871,216.3956204,200.2065633,159.9835067,292.209644,445.5382797,378.3463187,0,307.840536,0,0,0,0,137.6005008,0,221.0264541,395.9114762,0,0,236.1023499,3294.66748,0,0,0,0,0,0,0,0,0,0,0,0,785.6039674,500.4942322,741.1102905,2062.009766,0,0,5021.333984,3829.735292,3408.675537,845.7294326,0,0,7681.646973,9573.282519,660.9791994,0,0,0,0,978.7974108,369.9474553,1611.734626,0,158.117563,66.22012723,496.1220499,543.602921,379.4626074,0,0,568.704883,545.2850487,810.439314,0,52.65768947,0,0,1216.603887,202.361379,1.479298999,20.54432519,0,215.8242908,1721.074417,463.135652,328.4049349,7.328944926,0,590.1550444,144.2208902,9.497999565,2204.743414,0,4922.983887,2332.568004,0,0,0,0,688.7859528,3827.461182,1529.308863,0,0
20180729_19:00,0,265.4140225,2261.983154,1440.318481,0,0,2149.429443,213.4049281,0,182.6897003,961.8900307,0,2185.704207,14.39380712,5225.939201,0,0,6368.16748,4284.929582,0,0,2144.685791,0,941.5080566,0,0,1718.957405,1860.088981,0,0,0,0,918.460772,936.9781883,1169.350022,1145.480277,0,909.4500128,816.421093,1994.462979,1925.772952,1750.37853,1748.053417,1188.273051,0,0,0,0,0,2585.7416,2039.16734,0,0,0,143.7079397,0,0,0,0,0,144.5265358,198.3115487,146.1090564,144.5265358,175.1248888,472.38313,202.188798,1179.877692,172.3706233,178.0889749,1288.319508,0,298.4048668,343.8147849,0,0,0,0,0,0,0,392.0122483,182.1729259,475.5694911,354.4235277,269.2405045,0,0,521.5200115,661.2415017,595.9242554,745.0080145,615.3101081,0,0,395.5090828,703.6546838,607.2790899,487.1580996,0,654.1364471,0,580.5206553,500.5108769,528.8332111,0,0,703.2102663,0,116.2303681,0,231.5591125,0,205.0969938,0,0,252.3042594,542.8655534,319.739835,0,0,0,0,0,0,0,0,0,0,0,172.1313404,238.4541846,0,0,0,538.0264655,233.6094712,199.2543099,285.5736918,255.4838136,196.1681397,376.2899944,259.0807826,288.5889803,174.7235884,267.7227343,361.9651241,214.6075285,198.5522427,158.6615519,289.7950956,441.8567663,375.2200171,0,305.2968285,0,0,0,0,137.3116388,0,220.5624577,395.0803472,0,0,235.6067049,3314.877441,0,0,0,0,0,0,0,0,0,0,0,0,783.9547646,495.6312866,727.4494019,2039.570435,0,0,4988.782715,3821.695604,3379.108887,843.9540097,0,0,7665.869141,9274.185382,640.3282903,0,0,0,0,955.4807835,361.1346746,1573.340352,0,153.725048,64.38052829,482.3397508,528.5016006,368.9211143,0,0,557.3247382,538.8257358,794.2219102,0,52.0339194,0,0,1189.299334,197.8197306,1.446098712,20.08324363,0,211.5055101,1686.634629,453.8680144,321.8333443,7.182288098,0,578.3456683,141.3349388,9.30793858,2160.625102,0,4804.5625,2304.936976,0,0,0,0,683.0944671,3760.40625,1516.672079,0,0
20180729_20:00,0,257.7880366,2187.374023,1387.832397,0,0,2013.692505,207.2732891,0,177.4405839,934.2526069,0,2106.180964,13.93305704,5058.655322,0,0,6083.896973,4129.029485,0,0,2094.247314,0,892.2514648,0,0,1635.842071,1770.149628,0,0,0,0,886.6151787,904.4905446,1128.8054,1105.763285,0,877.9168475,788.1134995,1925.309392,1859.001039,1689.68803,1687.443536,1147.072315,0,0,0,0,0,2496.086736,1968.463728,0,0,0,134.3516964,0,0,0,0,0,135.116997,185.400285,136.596486,135.116997,163.7232148,441.628173,189.0251023,1103.060623,161.1482684,166.4943213,1204.44223,0,278.9769316,321.4303934,0,0,0,0,0,0,0,386.9731814,179.8312094,469.4563492,349.8676398,265.7795899,0,0,514.8162051,652.7416648,572.6936035,735.4314126,607.4006899,0,0,390.4250663,694.6096526,599.4729053,480.8959936,0,645.7279411,0,573.0584333,494.0771294,522.0353981,0,0,694.1709478,0,114.736301,0,227.8821759,0,202.460603,0,0,249.0610494,535.8873636,315.6297838,0,0,0,0,0,0,0,0,0,0,0,169.918702,235.3890084,0,0,0,531.1104791,230.6065707,196.6930231,281.9028246,252.1997324,193.6465236,371.453027,255.7504648,284.8793534,172.4776283,264.2813296,357.3122938,211.8488859,195.9999805,156.6220591,286.0699649,436.1769799,370.3968035,0,301.3724329,0,0,0,0,135.8821375,0,218.2662625,390.9673099,0,0,233.1538895,3249.424561,0,0,0,0,0,0,0,0,0,0,0,0,775.7932978,492.4839172,708.9936523,1993.364258,0,0,4852.97168,3781.909327,3295.386475,835.1679126,0,0,7471.531738,9138.896411,630.9873777,0,0,0,0,922.622553,348.715538,1519.234419,0,149.9055433,62.78090782,470.3553736,515.3702704,359.754775,0,0,543.2327101,531.5898825,774.1399065,0,51.33515952,0,0,1170.414402,194.6785431,1.423136052,19.76434098,0,206.1575659,1643.987854,442.3919029,313.6957465,7.000683014,0,563.7221233,137.7612666,9.072586149,2105.993417,0,4865.729492,2273.984138,0,0,0,0,674.3137243,3620.833008,1497.176229,0,0
20180729_21:00,0,264.0187654,2187.645264,1360.545654,0,0,1986.526978,212.2830781,0,181.7293173,956.8334632,0,2049.594501,13.74855771,4991.669411,0,0,5995.726074,4018.09544,0,0,2099.30957,0,853.5494995,0,0,1601.525008,1733.015031,0,0,0,0,852.4377799,869.624083,1085.292009,1063.138126,0,844.0747535,757.7331609,1851.092225,1787.339938,1624.553637,1622.395664,1102.854768,0,0,0,0,0,2399.867143,1892.58304,0,0,0,128.6676475,0,0,0,0,0,129.4005703,177.5565115,130.8174663,129.4005703,156.7965381,422.9441057,181.0279727,1056.393177,154.3305306,159.4504068,1153.485608,0,267.1741887,307.8315619,0,0,0,0,0,0,0,370.194494,172.0339465,449.1012918,334.6978036,254.2557095,0,0,492.4943994,624.4395786,548.2628784,703.5439993,581.0645333,0,0,373.4967094,664.4922212,573.4804878,460.0449271,0,617.7299614,0,548.2113152,472.6545449,499.400577,0,0,664.0725381,0,109.7614743,0,227.3941236,0,193.682157,0,0,238.2620646,512.651938,301.9444595,0,0,0,0,0,0,0,0,0,0,0,162.5512334,225.1828268,0,0,0,508.0821734,220.6077497,188.1646523,269.6798603,241.2646582,185.2502454,355.3472747,244.6614351,272.5273304,164.9992077,252.822412,341.8196665,202.6633753,187.5016593,149.8311167,273.6663185,417.2648755,354.3368478,0,288.30529,0,0,0,0,131.820043,0,211.7413565,379.2796358,0,0,226.1839291,3103.63623,0,0,0,0,0,0,0,0,0,0,0,0,752.6015398,485.2850037,689.2714844,1936.193237,0,0,4685.790039,3668.851988,3167.335938,810.2011951,0,0,7378.55127,9063.422849,625.7763694,0,0,0,0,885.3033573,334.6103295,1457.782846,0,148.3885669,62.14559342,465.5955898,510.1549562,356.1142194,0,0,536.2224314,533.3041405,764.1498298,0,51.50070388,0,0,1167.90774,194.2616025,1.42008814,19.72201195,0,203.4971554,1622.772613,436.682949,309.6475834,6.910340997,0,556.447434,135.9834928,8.955506754,2078.816113,0,4836.509766,2281.317226,0,0,0,0,645.0762997,3455.079346,1432.260485,0,0
20180729_22:00,0,252.2156299,2026.265259,1246.902954,0,0,1904.44751,202.792821,0,173.6049866,914.0575831,0,1949.623192,13.12534657,4765.401021,0,0,5704.141113,3822.108253,0,0,2147.288574,0,809.9036255,0,0,1574.690098,1703.976894,0,0,0,0,843.2764593,860.2780577,1073.628157,1051.712366,0,835.003312,749.5896499,1831.198164,1768.131036,1607.094232,1604.95945,1091.002166,0,0,0,0,0,2374.075287,1872.243069,0,0,0,126.3724656,0,0,0,0,0,127.0923145,174.3892469,128.4839358,127.0923145,153.9995913,415.3996013,177.798784,1037.549167,151.5775726,156.6061201,1132.909657,0,262.4083182,302.3404425,0,0,0,0,0,0,0,365.5954105,169.8966956,443.5219155,330.5397106,251.0969827,0,0,486.3759321,616.6819003,552.1224976,694.8035731,573.8457216,0,0,368.856601,656.2369519,566.355896,454.3295934,0,610.0556396,0,541.4006531,466.7825565,493.1963113,0,0,655.8224827,0,108.3978608,0,230.8627418,0,191.2759612,0,0,235.3020337,506.2830451,298.1932752,0,0,0,0,0,0,0,0,0,0,0,160.5317903,222.3852848,0,0,0,501.7700526,217.8670459,185.8270029,266.3295127,238.2673248,182.9488029,350.9326444,241.6219021,269.1416076,162.9493524,249.6814917,337.5730955,200.1456021,185.1722465,147.9697011,270.2664455,412.0810166,349.9347705,0,284.7235508,0,0,0,0,129.7366814,0,208.3948713,373.2852769,0,0,222.609185,3015.99585,0,0,0,0,0,0,0,0,0,0,0,0,740.7069814,478.0984802,680.6658936,1886.39917,0,0,4669.780273,3610.867288,3099.616455,797.3962978,0,0,7280.891113,8776.207492,605.9458279,0,0,0,0,859.6873141,324.9284588,1415.602245,0,143.7289713,60.19414026,450.9752776,494.1354214,344.9317657,0,0,520.8122413,514.2804012,742.1893644,0,49.66359839,0,0,1185.722739,197.2248248,1.441749841,20.02284703,0,197.6489669,1576.136678,424.1333672,300.7487985,6.711748656,0,540.4560091,132.0755409,8.698139562,2019.074204,0,4454.994141,2199.939301,0,0,0,0,637.0622427,3331.287354,1414.466904,0,0
20180729_23:00,0,237.2437034,1830.319824,1122.598389,0,0,1775.50708,190.7547121,0,163.2995146,859.7976509,0,1798.331652,12.39627748,4500.698937,0,0,5342.102539,3525.511122,0,0,2100.280762,0,747.9454346,0,0,1440.75698,1559.047463,0,0,0,0,783.6011753,799.399639,997.6518099,977.2869111,0,775.9134854,696.5442046,1701.611634,1643.007512,1493.366635,1491.382924,1013.79633,0,0,0,0,0,2206.071526,1739.751956,0,0,0,118.1170104,0,0,0,0,0,118.7898341,162.9970293,120.0905459,118.7898341,143.939356,388.2630506,166.1838337,969.769839,141.675559,146.3756097,1058.900774,0,245.2661336,282.5896369,0,0,0,0,0,0,0,339.9926779,157.9987901,412.4619715,307.3919369,233.512602,0,0,452.3149112,573.4955218,505.5705566,646.1463155,533.6591708,0,0,343.0254865,610.2805238,526.6938594,422.5127851,0,567.3332997,0,503.486238,434.0936644,458.6576577,0,0,609.89508,0,100.8067332,0,220.9076463,0,177.8808607,0,0,218.823777,470.8279244,277.31073,0,0,0,0,0,0,0,0,0,0,0,149.2897113,206.811591,0,0,0,466.6309779,202.6097654,172.8134942,247.6783943,221.581408,170.1368552,326.3567488,224.7010634,250.2935575,151.537971,232.1962381,313.9327722,186.1293585,172.2045905,137.6073481,251.3396228,383.2228861,325.4287562,0,264.7842936,0,0,0,0,128.7360679,0,206.7875948,370.4062587,0,0,220.8922785,2867.324219,0,0,0,0,0,0,0,0,0,0,0,0,734.9941687,464.3293152,664.692749,1761.179443,0,0,4470.306152,3583.017937,2904.100342,791.2462603,0,0,7163.003906,8491.010038,586.2546107,0,0,0,0,785.5469532,296.9062782,1293.519181,0,131.858832,55.22288901,413.7305989,453.3262775,316.4448987,0,0,488.3768867,474.7743768,695.966996,0,45.84853695,0,0,1134.592864,188.7202391,1.379579751,19.15943636,0,185.3397049,1477.977403,397.7190184,282.0186436,6.293751668,0,506.797272,123.8500872,8.156433321,1893.329487,0,4122.819824,2030.944225,0,0,0,0,592.448624,3022.422363,1315.411454,0,0
