Time Period,1003DP_1_NEW MEXICO_230.0,1004DP_1_NEW MEXICO_345.0,1032C_1_NEW MEXICO_22.0,1032S_1_NEW MEXICO_22.0,1032G_1_NEW MEXICO_22.0,1034C_1_NEW MEXICO_22.0,1034G_1_NEW MEXICO_22.0,1034W_1_NEW MEXICO_22.0,1101DP_1_ARIZONA_500.0,1131C_1_ARIZONA_22.0,1131G_1_ARIZONA_22.0,1232C_1_ARIZONA_26.0,1232H_1_ARIZONA_26.0,1301DP_1_ARIZONA_500.0,1303DP_1_NEVADA_345.0,1331G_1_ARIZONA_16.5,1331H_1_ARIZONA_16.5,1333S_1_NEVADA_13.8,1333G_1_NEVADA_13.8,1333C_1_NEVADA_13.8,1401DP_1_ARIZONA_500.0,1402DP_1_ARIZONA_500.0,1431G_1_ARIZONA_24.0,1431S_1_ARIZONA_24.0,1431N_1_ARIZONA_24.0,2030G_4_MEXICO_21.0,2030E_4_MEXICO_21.0,2130S_2_CALIFORNIA_13.8,2130G_2_CALIFORNIA_13.8,2130E_2_CALIFORNIA_13.8,2130H_2_CALIFORNIA_13.8,2202DP_2_CALIFORNIA_230.0,2203DP_2_CALIFORNIA_230.0,2233DG_2_CALIFORNIA_13.8,2233EG_2_CALIFORNIA_13.8,2233TG_2_CALIFORNIA_13.8,2332S_2_CALIFORNIA_12.0,2400DP_2_CALIFORNIA_500.0,2401DP_2_CALIFORNIA_500.0,2402DP_2_CALIFORNIA_500.0,2403DP_2_CALIFORNIA_500.0,2405DP_2_CALIFORNIA_230.0,2406DP_2_CALIFORNIA_230.0,2407DP_2_CALIFORNIA_230.0,2408DP_2_CALIFORNIA_230.0,2409DP_2_CALIFORNIA_230.0,2410DP_2_CALIFORNIA_230.0,2411DP_2_CALIFORNIA_230.0,2431S_2_CALIFORNIA_13.8,2434S_2_CALIFORNIA_13.8,2438EG_2_CALIFORNIA_66.0,2438RG_2_CALIFORNIA_66.0,2438WG_2_CALIFORNIA_66.0,2438SW_2_CALIFORNIA_66.0,2438SH_2_CALIFORNIA_66.0,2438S_2_CALIFORNIA_66.0,2438SG_2_CALIFORNIA_66.0,2439S_2_CALIFORNIA_66.0,2502DP_2_CALIFORNIA_230.0,2503DP_2_CALIFORNIA_230.0,2533S_2_CALIFORNIA_17.5,2600DC_2_CALIFORNIA_500.0,2613DP_2_CALIFORNIA_230.0,2615DP_2_CALIFORNIA_230.0,2618DP_2_CALIFORNIA_230.0,2619DC_2_CALIFORNIA_230.0,2630G_2_CALIFORNIA_18.0,2631S_2_CALIFORNIA_13.0,2634C_2_CALIFORNIA_26.0,2637H_2_CALIFORNIA_18.0,2638H_2_CALIFORNIA_18.0,3101DP_2_CALIFORNIA_230.0,3103DP_2_CALIFORNIA_230.0,3104DP_2_CALIFORNIA_115.0,3133NG_2_CALIFORNIA_17.5,3135NG_2_CALIFORNIA_22.0,3135MG_2_CALIFORNIA_22.0,3201DP_2_CALIFORNIA_230.0,3202DP_2_CALIFORNIA_230.0,3203DP_2_CALIFORNIA_230.0,3204DP_2_CALIFORNIA_230.0,3205DP_2_CALIFORNIA_230.0,3234DG_2_CALIFORNIA_18.0,3234MG_2_CALIFORNIA_18.0,3234NG_2_CALIFORNIA_18.0,3234NW_2_CALIFORNIA_18.0,3302DP_2_CALIFORNIA_230.0,3303DP_2_CALIFORNIA_230.0,3304DP_2_CALIFORNIA_230.0,3305DP_2_CALIFORNIA_230.0,3333CG_2_CALIFORNIA_18.0,3333NG_2_CALIFORNIA_18.0,3401DP_2_CALIFORNIA_230.0,3403DP_2_CALIFORNIA_230.0,3404DP_2_CALIFORNIA_230.0,3405DP_2_CALIFORNIA_230.0,3432NP_2_CALIFORNIA_18.0,3433S_2_CALIFORNIA_13.2,3433NG_2_CALIFORNIA_13.2,3501DP_2_CALIFORNIA_230.0,3531CE_2_CALIFORNIA_13.8,3531NH_2_CALIFORNIA_13.8,3531NE_2_CALIFORNIA_13.8,3631NG_2_CALIFORNIA_13.8,3631NB_2_CALIFORNIA_13.8,3731NH_1_NEVADA_13.8,3805DP_2_CALIFORNIA_230.0,3831NN_2_CALIFORNIA_25.0,3835S_2_CALIFORNIA_13.8,3835NG_2_CALIFORNIA_13.8,3836DG_2_CALIFORNIA_25.0,3907DP_2_CALIFORNIA_230.0,3913DP_2_CALIFORNIA_230.0,3918DP_2_CALIFORNIA_500.0,3923DP_2_CALIFORNIA_230.0,3924DP_2_CALIFORNIA_230.0,3931NH_2_CALIFORNIA_13.8,3931NB_2_CALIFORNIA_13.8,3932S_2_CALIFORNIA_18.0,3933CG_2_CALIFORNIA_13.8,3933NB_2_CALIFORNIA_13.8,3933NG_2_CALIFORNIA_13.8,3933NW_2_CALIFORNIA_13.8,3933S_2_CALIFORNIA_13.8,3933NH_2_CALIFORNIA_13.8,4031W_3_OREGON_13.2,4031S_3_OREGON_13.2,4031H_3_OREGON_13.2,4031G_3_OREGON_13.2,4035G_3_OREGON_13.2,4035W_3_OREGON_13.2,4035H_3_OREGON_13.2,4035C_3_OREGON_13.2,4039H_3_WASHINGTON_12.5,4039W_3_WASHINGTON_12.5,4039G_3_WASHINGTON_12.5,4131B_3_WASHINGTON_15.0,4131W_3_WASHINGTON_15.0,4131H_3_WASHINGTON_15.0,4132G_3_WASHINGTON_13.8,4132H_3_WASHINGTON_13.8,4132N_3_WASHINGTON_13.8,4132W_3_WASHINGTON_13.8,4231C_3_WASHINGTON_26.0,4231G_3_WASHINGTON_26.0,4231H_3_WASHINGTON_26.0,4232W_3_WASHINGTON_15.0,4232G_3_WASHINGTON_15.0,4232H_3_WASHINGTON_15.0,5031G_3_BRITISH COLU_60.0,5031H_3_BRITISH COLU_60.0,5032W_3_ALBERTA_138.0,5032R_3_ALBERTA_138.0,5032S_3_ALBERTA_138.0,5032G_3_ALBERTA_138.0,5032C_3_ALBERTA_138.0,6132H_3_IDAHO_34.5,6132G_3_IDAHO_34.5,6132S_3_IDAHO_34.5,6132W_3_IDAHO_34.5,6132B_3_IDAHO_34.5,6231C_3_MONTANA_22.0,6231G_3_MONTANA_22.0,6235G_3_MONTANA_13.8,6235H_3_MONTANA_13.8,6235W_3_MONTANA_13.8,6333W_3_WYOMING_22.0,6333C_3_WYOMING_22.0,6335H_3_WYOMING_18.0,6335G_3_WYOMING_18.0,6335C_3_WYOMING_18.0,6401DP_1_NEVADA_120.0,6433G_1_NEVADA_22.0,6433W_1_NEVADA_22.0,6433C_1_NEVADA_22.0,6433E_1_NEVADA_22.0,6510DP_3_UTAH_230.0,6533C_3_UTAH_22.0,6533G_3_UTAH_22.0,6533H_3_UTAH_22.0,6533S_3_UTAH_22.0,6533W_3_UTAH_22.0,7001DP_3_COLORADO_345.0,7031C_3_COLORADO_24.0,7031G_3_COLORADO_24.0,7031P_3_COLORADO_24.0,7031W_3_COLORADO_24.0,7032C_3_COLORADO_22.0,7032G_3_COLORADO_22.0,7032H_3_COLORADO_22.0,7032S_3_COLORADO_22.0,8003DP_2_CALIFORNIA_230.0,8004DP_2_CALIFORNIA_230.0,8005DP_2_CALIFORNIA_115.0,8033H_2_CALIFORNIA_13.8,8034H_2_CALIFORNIA_12.0,8034G_2_CALIFORNIA_12.0
20180729_15:00,0.0,0.0,872.9999,344.9985,1050.0,1944.0,2700.0,109.33,0.0,1268.0,3733.687242748217,1802.700000000009,297.29999999999995,0.0,0.0,1667.8182000000006,1384.2413874,1126.695,3996.1459999999984,418.0,0.0,0.0,991.136999999966,1153.8629999999998,2355.0,2140.0,699.0,53.38875,586.0,831.0001,235.46374119,0.0,0.0,700.3192449315537,1262.974430638648,644.8,627.8430000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844.6619999999999,764.97375,846.4663999999998,1530.6559999999995,1706.9439999999995,83.46,670.9999999999999,156.429,1360.2399999999996,840.9135000000001,0.0,0.0,1050.97425,336.0815860877155,0.0,0.0,0.0,2237.178698573265,2762.0,243.36,1618.0,51.730670403,122.10000000000002,0.0,0.0,0.0,62.0,38.0,541.0,0.0,0.0,0.0,0.0,0.0,177.0,2831.972718622414,381.3578501000004,676.86,0.0,0.0,0.0,0.0,1000.9328,312.0,0.0,0.0,0.0,0.0,3.533962264,574.3215,793.2399999999999,0.0,1424.0,12.630238992,533.0,105.78490399000697,72.27169811,144.48911391,0.0,2108.0,650.83725,112.96010027664602,1497.0,0.0,0.0,0.0,0.0,0.0,1415.9605679390356,0.0,579.6690000000001,322.65456,259.7434555,395.4433239999999,337.44,650.83725,898.685,70.485,217.44975,133.82891802,1239.9999199999995,798.0,822.382,732.2705955,642.0,1019.9917125,906.87,73.13828750016408,535.2973822,199.08,7499.757997800001,2170.0,1797.7028463,1000.0,11.1,1460.0,970.0,1949.1390477,0.0,666.9999995999999,114.36442587,1226.3332000000005,5199.1163847,7.574,72.32098604,2123.5113,3475.0000000000005,5252.0,1451.7,865.6666672,0.0,0.0,0.0,2488.0,250.0,226.0,574.5173618878349,39.6,0.0,1953.0,180.16543827,108.00004,1327.0,0.0,898.7223999999999,0.0,391.0,751.0,0.0,1325.7322047738478,1026.666676,163.51648695,601.4925000000001,0.0,0.0,2428.0,2753.12,1.755172414,465.9,1821.0,1059.9301818816214,399.57483348,78.04350000000001,0.0,0.0,0.0,733.63145346,291.00071475000004,3222.179999999999
20180729_16:00,0.0,0.0,872.9999,344.9985,1050.0,1944.0,2700.0,190.066,0.0,1268.0,4062.823242748217,2100.0000000000086,0.0,0.0,0.0,1349.6364000000003,734.8574183955693,1146.68475,3973.6963811905584,418.0,0.0,0.0,965.7374999999776,1179.2624999999998,2355.0,2140.0,699.0,53.6475,586.0,831.0001,235.46374119,0.0,0.0,1011.3952449315536,1516.174430638648,733.0,632.84175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,849.6600000000001,769.44075,502.9999999999998,1585.6769446390222,1693.7933329999998,1094.61,868.12389414,79.074,900.9999999999998,783.4365,0.0,0.0,1050.97425,42.41097801233564,0.0,0.0,0.0,2046.2687216564036,3242.0,244.14,1618.0,51.730670403,242.00440065,0.0,0.0,0.0,62.0,38.0,541.0,0.0,0.0,0.0,0.0,0.0,177.0,2265.339436199403,381.3578501000004,944.82,0.0,0.0,0.0,0.0,1012.0,312.0,0.0,0.0,0.0,0.0,97.20111665,113.367,921.0,0.0,1424.0,14.270529771,533.0,182.06913900001197,0.0,144.48911391,0.0,2108.0,643.8389999999999,98.08616325123393,1497.0,0.0,0.0,0.0,0.0,0.0,1351.1551297187773,94.60508536512494,570.0435,619.88112,259.7434555,644.977134026884,480.26,643.8389999999999,1619.7051285,449.58,215.52825,130.37441103,1487.99984,1098.0,402.168,488.09173365,642.0,1009.7079192,890.1,100.19208080013962,535.2973822,285.19,7499.757997800001,1943.33344,2175.9289326,1000.0,57.3,1460.0,730.0,2087.6835231,0.0,872.0,76.464587115,1523.3331999999996,5259.4351857,18.935,71.22349702,2136.7419,2995.000000000001,6452.000000000001,689.4000000000001,572.3333344,0.0,0.0,0.0,2488.0,250.0,226.0,1209.4044460761202,77.76,860.642,2609.000972192711,89.26543827,53.00711969030212,532.0,0.0,1118.4448,0.0,391.0,751.0,0.0,2393.87710192221,705.333352,81.01648695,0.0,0.0,0.0,3127.0,3014.24,44.53313983,145.982,620.9999999999998,834.4765818816213,281.4237352545253,0.0,0.0,0.0,0.0,828.87993729,323.46534141,3498.3599999999988
20180729_17:00,0.0,0.0,872.9999,345.47700000000003,1050.0,1944.0,2700.0,778.766,0.0,1268.0,3850.248319610576,1740.3000000000116,359.7,0.0,0.0,1667.8182000000006,413.3345671375994,1030.7639864507269,4060.013127206772,418.0,0.0,0.0,974.808749999978,1170.19125,2355.0,2140.0,699.0,53.04375,586.0,831.0001,235.46374119,0.0,0.0,1035.0,1769.3744306386482,733.0,626.84325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,682.227,580.71,846.4663999999998,1920.332944639022,2124.737333,138.03,868.12389414,506.2455,1012.510750074788,757.197,0.0,0.0,931.03425,0.0,0.0,0.0,0.0,1950.2794005361031,3439.698194298651,86.97,1618.0,51.730670403,242.00440065,0.0,0.0,0.0,62.0,38.0,541.0,0.0,0.0,0.0,0.0,0.0,177.0,1760.469847647216,381.3578501000004,1480.74,0.0,0.0,0.0,0.0,1012.0,312.0,0.0,0.0,0.0,0.0,815.2679401,445.9815,921.0,0.0,1424.0,14.270529771,533.0,185.20114680000887,0.0,144.48911391,0.0,2108.0,592.85175,80.23822148745094,1497.0,0.0,0.0,0.0,0.0,0.0,488.6551297187775,0.0,497.3175,864.9999,259.7434555,351.04321858606454,645.28,603.5269093283673,1619.7051285,57.785,216.489,56.623006068105184,1720.8068974937337,1398.0000000000002,172.726,488.09173365,642.0,725.1200000001345,1124.88,150.0,535.2973822,196.71,7499.757997800001,1716.6668800000002,2472.9770493,1000.0,26.1,1460.0,490.00000000000006,1847.1092751,0.0,872.0,76.464587115,1209.9999999999995,5264.0299125,24.345,70.91903232,2199.58725,2515.000000000001,7652.000000000001,1132.4857687625458,865.6666672,207.67125,566.2859418,91.8513089,2488.0,250.0,226.0,1305.3616582595466,0.0,0.0,1579.1312121239584,90.9,219.99996,628.7941920617947,0.0,1338.1672,5.32,391.0,751.0,0.0,2031.5642383595005,384.000028,163.51648695,632.09475,22.287,0.0,3127.0,3275.36,159.0668601,0.0,1101.197791072926,609.0229818816213,197.9748334800001,0.0,0.0,0.0,0.0,828.87993729,323.46534141,3754.0
20180729_18:00,0.0,0.0,872.9999,331.122,1050.0,1944.0,2700.0,287.622,0.0,1268.0,4070.848221462327,1387.0681170600135,712.93188294,0.0,0.0,1986.000000000001,7.684560937772789,710.54475,4394.159127206772,418.0,0.0,0.0,1194.5902499999768,950.40975,2355.0,2140.0,699.0,52.6125,586.0,831.0001,235.46374119,0.0,0.0,1035.0,1745.042974308899,733.0,614.8462499999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,640.9935,542.7405,1076.8864154144846,2166.911781000012,2555.681333,0.0,868.12389414,257.85,793.2607919999991,830.9175,0.0,0.0,1016.4915,0.0,0.0,0.0,0.0,1826.884326522346,3153.0490153253736,251.55,1618.0,51.730670403,242.00440065,0.0,0.0,0.0,62.0,38.0,541.0,0.0,0.0,0.0,0.0,0.0,177.0,1500.4614829321906,381.3578501000002,1517.28,0.0,0.0,0.0,0.0,1012.0,312.0,0.0,0.0,0.0,0.0,3.533962264,388.22850000000005,921.0,0.0,1424.0,13.356653472,533.0,187.19878980001212,0.0,144.48911391,0.0,2108.0,634.8412500000001,123.42135958895496,1497.0,0.0,0.0,0.0,0.0,0.0,1079.4610889046533,416.4019108,355.074,864.9999,253.421466,689.8965425860646,645.28,657.8355,1619.7051285,553.72,101.8395,183.28097826,1968.806817493734,1656.0,667.702,488.09173365,642.0,875.1200000001343,1124.88,0.0,522.2685864,0.79,7499.757997800001,1490.0003200000003,2351.9971503,1000.0,10.5,1460.0,250.0000000000001,1702.2775554,0.0,872.0,97.83667665,1209.9999999999995,5216.383186200001,21.099,73.74418147,2249.202,2035.000000000001,8852.0,370.185768762546,572.3333344,0.0,0.0,0.0,2488.0,250.0,86.0000008,1439.3822752408078,0.0,802.571,2653.9905521516102,0.0,0.0,655.6256485876336,0.0,1369.0,9.12,391.0,751.0,0.0,3013.445518169661,62.66670399999993,81.01648695,0.0,0.0,0.0,3127.0,3014.24,1.755172414,0.0,1070.2487393755591,383.56938188162127,399.57483348,0.0,0.0,0.0,0.0,828.87993729,323.46534141,3754.0
20180729_19:00,0.0,0.0,872.9999,292.3635,1050.0,1944.0,2700.0,824.18,0.0,1097.4787430601482,3741.7122214623264,1746.7681170600154,353.2318829400001,0.0,0.0,1667.8182000000006,522.650240467497,1006.6928746078178,4060.216491252957,418.0,0.0,0.0,1554.5902499999768,590.4097499999962,2355.0,2140.0,699.0,48.55875,586.0,831.0001,235.46374119,0.0,0.0,1035.0,1794.20906610389,733.0,554.86125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.289,481.31925,733.4200154144849,2020.0203536570427,2124.737333,0.0,868.12389414,287.9325,793.2607919999991,571.0215,0.0,0.0,934.03275,0.0,0.0,0.0,0.0,2114.398953748004,2942.741187072309,227.37,1618.0,51.730670403,242.00440065,0.0,0.0,0.0,62.0,38.0,541.0,0.0,0.0,0.0,0.0,0.0,177.0,1595.0276660252084,381.3578501000002,1517.28,0.0,0.0,0.0,0.0,1012.0,312.0,0.0,0.0,0.0,0.0,3.533962264,437.42550000000006,921.0,0.0,1424.0,11.716362693,533.0,115.76999074000852,70.46037736,127.68956847,0.0,2108.0,498.8752500000001,279.3840553605485,1497.0,0.0,0.0,0.0,0.0,0.0,1083.4623406963256,416.4019108,324.0585,864.9999,253.421466,351.0432185860646,645.28,627.8430000000001,1286.1992422065146,0.0,0.0,0.0,1720.8068974937337,1569.4087666329442,1198.77,732.2705955,642.0,725.1200000001536,1124.88,150.0,522.2685864,63.99,7428.655845,1263.3337600000004,1973.7710631,1000.0,70.2,1422.3276584897378,10.000000000000162,1776.8871954,0.0,592.0000004,0.0,1209.9999999999995,5090.597429400001,0.0,72.77414279,1781.3757454840872,1555.000000000001,10052.0,1132.4857687625458,865.6666672,196.41375,64.2179934,89.61570681,2488.0,250.0,0.0,1499.8136971949048,0.0,664.094,1694.172398667296,0.0,0.0,851.8395022311736,0.0,1369.0,24.624,391.0,751.0,0.0,2909.376552945808,0.0,163.51648695,32.71275,43.792,0.0,3127.0,2753.12,1.755172414,0.0,1634.1248627954153,158.11578188162127,399.57483348,38.745,0.0,0.0,0.0,733.63145346,323.46534141,3754.0
20180729_20:00,0.0,0.0,872.9999,173.69549999999998,1050.0,1944.0,2700.0,455.822,0.0,1268.0,3597.6288602502163,2100.0000000000146,0.0,0.0,0.0,1848.8182,658.7371091745957,533.7704255017989,4394.362491252958,418.0,0.0,0.0,1914.5902499999768,230.40975000000003,2355.0,2140.0,699.0,37.4325,586.0,831.0001,235.46374119,0.0,0.0,1035.0,1753.6359671748464,733.0,411.8970000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364.854,298.17225,389.9536154144849,1790.2754727814672,2124.737333,0.0,868.12389414,442.6425,793.2607919999991,612.255,0.0,0.0,749.625,0.0,0.0,0.0,0.0,2385.3186502759854,2742.6377528139155,175.89,1618.0,51.730670403,242.00440065,0.0,0.0,0.0,62.0,38.0,541.0,0.0,0.0,0.0,0.0,0.0,177.0,1731.5389884887786,381.3578501000002,1517.28,0.0,0.0,0.0,0.0,1012.0,312.0,0.0,0.0,0.0,0.0,3.533962264,221.3865,921.0,0.0,1424.0,10.076071914,533.0,114.27592364000516,70.46037736,110.89002294,0.0,2108.0,397.9005,464.2700403784004,1497.0,0.0,0.0,0.0,0.0,0.0,499.8251545033097,416.4019108,265.236,864.9999,253.421466,12.18989458606466,645.28,543.864,1356.6915209885246,0.0,0.0,0.0,1472.8069774937337,1656.0,1905.2270206714372,0.0,128.4,944.1348624,905.86513760015,150.0,522.2685864,242.53,6566.828715,1036.6672000000003,1595.5449768,1000.0,143.4,1460.0,0.0,2017.4614425,0.0,312.00000080000007,0.0,1209.9999999999995,4873.4722314,0.0,0.0,981.1302751844556,1075.000000000001,11252.000000000004,1454.3540577781991,1159.0,160.27125,38.919996,89.61570681,2488.0,250.0,0.0,1408.5976259039796,0.0,0.0,2861.175181563148,90.9,219.99996,556.8179087454268,0.0,1369.0,0.0,391.0,751.0,0.0,2965.813974714357,0.0,82.5,39.04425,0.0,0.0,3127.0,2492.0,1.755172414,6.212,1821.0,140.11688067501416,399.57483348,173.799,0.0,0.0,0.0,638.382969,286.20472608,3754.0
20180729_21:00,0.0,0.0,872.9999,31.1025,1050.0,1944.0,2700.0,306.124,0.0,1268.0,3645.214371664871,2100.0000000000136,0.0,0.0,0.0,2167.0,239.30085838733496,134.4765,4728.508491252957,418.0,0.0,0.0,2114.157749999971,30.84225,2355.0,2140.0,699.0,11.9025,586.0,831.0001,235.46374119,0.0,0.0,1035.0,1706.9227844607135,733.0,134.96625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.401,192.081,469.19970455926847,2056.1288755263217,2124.737333,25.68,868.12389414,208.8585,793.2607919999991,229.908,0.0,0.0,277.36125,0.0,0.0,0.0,0.0,2229.6610642066985,2789.351270631712,8.97,1618.0,49.844656377,233.18132355,0.0,0.0,0.0,62.0,38.0,541.0,0.0,0.0,0.0,0.0,0.0,177.0,1759.7886414419122,381.3578501000004,1517.28,0.0,0.0,0.0,0.0,1012.0,312.0,0.0,0.0,0.0,0.0,3.533962264,68.448,921.0,0.0,1424.0,8.4357811386,533.0,109.3010969400084,70.46037736,94.0904775,0.0,2108.0,208.94775,570.6672685297568,1497.0,0.0,0.0,0.0,0.0,0.0,715.4969847888505,416.4019108,60.9615,864.9999,253.421466,216.9250092829801,645.28,297.9255,1247.4714582,0.0,0.0,0.0,1224.807057493734,1656.0,2248.016,0.0,566.9967042374834,1113.5484873,736.4515127001637,150.0,522.2685864,487.43,5705.001585,810.0006400000008,1973.7710631,1000.0,217.2,1459.5295348547,0.0,2091.2272164,0.0,32.00000120000011,0.0,1209.9999999999995,5038.9002864,0.0,0.0,210.6244650945208,595.0000000000005,12452.000000000004,692.0540577781991,865.6666672,0.0,0.0,0.0,2488.0,250.0,86.0000008,1253.8689619422923,106.56,434.788,3146.60943608707,0.0,181.5813026023004,532.0,0.0,1369.0,5.016,391.0,751.0,0.0,2816.0213542234515,0.0,0.0,0.0,91.885,0.0,3127.0,2230.88,1.755172414,198.784,1821.0,133.60212546009885,356.08351878,1.107,0.0,0.0,0.0,543.13448508,305.36997075,3754.0
20180729_22:00,0.0,0.0,872.9999,0.0,1050.0,1944.0,2700.0,45.414,0.0,1268.0,3511.3760493233917,2100.000000000013,0.0,0.0,0.0,2167.0,458.8585157111015,0.0,4632.212842054448,418.0,0.0,0.0,2144.9999999999677,0.0,2355.0,2140.0,699.0,0.0,586.0,831.0001,211.93541019,0.0,0.0,1035.0,1622.9705486259477,733.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812.6661045592683,2079.7899157797588,2124.737333,0.0,868.12389414,0.0,793.2607919999991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2384.1923391424243,2816.061378799432,0.0,1618.0,44.024955957,205.95582846,0.0,0.0,0.0,62.0,38.0,541.0,0.0,0.0,0.0,0.0,0.0,177.0,1812.080716687764,381.3578501000004,1517.28,0.0,0.0,0.0,0.0,1012.0,312.0,0.0,0.0,0.0,0.0,3.533962264,0.0,921.0,0.0,1424.0,6.7954903659,533.0,107.9374834400065,70.46037736,77.29093206900001,0.0,2108.0,0.0,745.1483897368535,1497.0,0.0,0.0,0.0,0.0,0.0,995.1217919303006,0.0,7.486499999999999,864.9999,253.421466,555.7783332829802,645.28,11.997,1061.3546226,0.0,0.0,0.0,976.807137493734,1656.0,2248.016,453.9839999997694,642.0,1119.1316931,730.8683069001856,150.0,522.2685864,528.51,4843.174455,583.334080000001,2042.3395449,1000.0,261.6,1460.0,0.0,1850.6529693,92.435,248.50322348727704,0.0,1209.9999999999995,4626.9957591,29.755,71.10312725,486.22455,115.00000000000036,12185.564694254292,228.0028392000001,1159.0,0.0,517.485723147277,89.61570681,2488.0,250.0,226.0,1176.9920821460437,0.0,352.893,3271.363292137801,0.0,0.0,751.1773914156279,0.0,1149.2776,0.0,391.0,751.0,0.0,2711.4097487650306,0.0,82.5,0.0,55.131,0.0,3127.0,1969.76,1.755172414,0.0,1821.0,187.40497682101224,310.20887061,0.0,0.0,0.0,0.0,447.88600107,268.10935542,3746.1928130000015
20180729_23:00,0.0,0.0,872.9999,0.0,1050.0,1944.0,2700.0,174.928,0.0,1126.86802341793,3182.2400493233918,2100.000000000016,0.0,0.0,0.0,2018.5522768783924,1157.2585157111016,0.0,4298.066842054448,418.0,0.0,0.0,2144.999999999964,0.0,2355.0,2140.0,699.0,0.0,586.0,831.0001,184.65409404,0.0,0.0,723.924,1369.7705486259476,545.3520000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469.1997045592684,1745.133915779759,1693.7933329999998,0.0,768.48847047,0.0,636.068067924465,0.0,0.0,0.0,0.0,445.27974898565,0.0,0.0,0.0,2324.415635,2336.061378799432,0.0,1618.0,38.205255537,178.73033337,0.0,0.0,0.0,62.0,38.0,303.48780490000024,0.0,0.0,0.0,0.0,0.0,177.0,1518.9147640000135,381.3578501000004,955.26,0.0,0.0,0.0,0.0,1012.0,215.32394370000023,0.0,0.0,0.0,0.0,3.533962264,0.0,608.76,0.0,1424.0,5.1551995878,533.0,81.68975207000219,89.11698113,60.491386566,0.0,2108.0,0.0,375.3683897368533,595.9827929227632,0.0,0.0,0.0,0.0,0.0,936.3422156938952,526.0098726,0.0,864.9999,320.0732984,438.4878234000002,645.28,0.0,875.23778772,0.0,0.0,0.0,728.8072174937339,1656.0,0.0,1525.5839999997693,516.709801758965,1134.6729696,715.3270304001652,150.0,659.6293194,654.91,3981.3473259000007,356.6675200000012,2092.7397735,1000.0,261.6,1460.0,0.0,2091.2272164,0.0,0.0,0.0,1209.9999999999995,4835.2534722,0.0,59.00242575,0.0,0.0,12563.82257826328,990.3028392,1272.0,0.0,195.5729799,113.1853403,2488.0,132.55504749874487,86.0000008,1022.20961586796,196.56,0.0,3722.079973805804,0.0,0.0,901.878785840992,0.0,929.5552,70.376,391.0,751.0,0.0,2787.1466741618124,0.0,0.0,0.0,0.0,0.0,3127.0,1708.64,1.755172414,74.544,1821.0,0.0,264.33422253000003,0.0,0.0,0.0,0.0,352.63751706000005,230.84874009,3470.012813000002
